SampleID	SeqProject	LCSETMax	ReadgroupsAggregated	GENDER	ANCESTRY	SeqTech	LibTech	Mean_Coverage	Contamination_Estimation	Percent_Chimeric_Reads	Median_Insert_Size	Standard_Deviation_Insert_Size	Percent_lt_30bp_frags	nEvalVariants	novelSites	nVariantsAtComp	nInsertions	nDeletions	InsDelRatio	nSingletons	nHets	nHomRef	nHomVar	HetHomeRatio	nTi	nTv	TiTvRatio	index	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	inferredAncestry	nEvalVariantsZscore	novelSitesZscore	nVariantsAtCompZscore	nInsertionsZscore	nDeletionsZscore	InsDelRatioZscore	nSingletonsZscore	nHetsZscore	nHomRefZscore	nHomVarZscore	HetHomeRatioZscore	nTiZscore	nTvZscore	TiTvRatioZscore	ANCESTRY-SeqTech	maxVcfzscore	flaggedReason
Sample-042	G66919	LCSET-5036	3	Female	White	HiSeq2000	SAGE	42.958	0	0.005814	355	62.186	0.0065314	3888157	354845	3533312	181691	214276	0.85	13941	2518219	34559215	1369938	1.84	1981309	1058231	1.87	42	0.0179	0.012	-0.0208	-0.0019	-0.0146	0.0405	0.0487	-0.0251	0.0303	-0.0109	0.0264	0.01	-0.0419	-0.0023	-0.0164	-0.0088	0.0374	0.0415	-0.0018	0.0164	EUR	1.187	0.451	1.195	0.871	1.566	NA	0.053	1.476	1.184	1.378	1.349	0.748	0.848	NA	White-HiSeq2000	NA	
Sample-043	G66919	LCSET-5036	3	Female	White	HiSeq2000	SAGE	46.277	0	0.004644	342	92.605	0.0675562	3883355	356603	3526752	181287	211577	0.86	13955	2505118	34570393	1378237	1.82	1977413	1058490	1.87	43	0.0192	0.0114	-0.0091	-0.0183	0.0145	0.0403	-0.0216	0.0095	0.0432	0.04	0.0272	-0.016	-0.0356	0.0327	0.0415	0.0248	0.016	-0.0134	0.0232	-0.055	EUR	1.035	0.674	0.94	0.632	0.042	Inf	0.042	1.217	0.761	1.071	1.079	0.49	0.878	NA	White-HiSeq2000	NA	InsDelRatioZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-044	G66919	LCSET-5036	3	Male	African American	HiSeq2000	SAGE	28.289	0	0.005621	335	104.284	0.1171828	4455470	399850	4055620	203478	247067	0.82	47398	3024343	33957945	1431127	2.11	2339350	1231114	1.9	44	-0.029	0.0194	-0.0072	0.003	8e-04	-0.0043	0.0143	0.0183	0.0091	0.007	0.011	-0.0274	0.0266	-0.0152	-0.0036	-0.0039	-0.0013	0.0033	0.0028	0.0428	AFR	0.583	0.797	0.364	0.794	0.685	0	0.477	0.917	0.304	0.318	0.854	0.178	0.41	Inf	African American-HiSeq2000	Inf	TiTvRatioZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-045	G66919	LCSET-5036	3	Male	White	HiSeq2000	SAGE	39.061	0.00011	0.004333	347	68.8	0.0060698	3832181	347250	3484931	178675	211157	0.85	17001	2419007	34603792	1413174	1.71	1960808	1045988	1.87	45	0.0184	0.0088	-0.0176	-0.0085	-0.0331	0.0425	-0.0409	0.0058	0.0133	-0.0352	0.0015	0.0159	-0.0251	0.0074	-0.0899	-0.0088	-0.0073	0.0092	0.0063	0.0088	EUR	0.585	0.514	0.687	0.912	0.293	NA	2.29	0.487	0.501	0.222	0.405	0.611	0.544	NA	White-HiSeq2000	NA	
Sample-046	G66919	LCSET-5036	3	Female	White	HiSeq2000	SAGE	40.458	0	0.010201	368	71.933	0.0063232	3895322	359721	3535601	182293	212971	0.86	13730	2504640	34553129	1390682	1.8	1975311	1057896	1.87	46	0.0205	0.0088	-0.0112	-0.0118	-0.0307	0.004	0.003	0.0104	0.0198	0.0659	0.0033	0.0114	0.0241	-0.0116	0.0418	0.0037	-0.0223	-0.0015	-0.0221	0.0512	EUR	1.414	1.071	1.284	1.227	0.788	Inf	0.214	1.207	1.414	0.611	0.809	0.35	0.81	NA	White-HiSeq2000	NA	InsDelRatioZscore>=4,
Sample-047	G66919	LCSET-5036	3	Male	White	HiSeq2000	SAGE	45.456	0	0.005106	344	75.022	0.0057716	3857618	351294	3506324	181359	210675	0.86	12838	2434003	34591786	1423615	1.71	1959843	1048336	1.87	47	0.019	0.0098	-0.0152	-0.0031	0.0082	0.0253	0.0543	0.0023	0.0529	-0.019	0.0127	0.0375	-0.0206	-0.0227	-0.0448	0.0122	0.0393	0.0117	0.0209	-0.0246	EUR	0.22	0	0.145	0.674	0.58	Inf	0.897	0.191	0.048	0.608	0.405	0.674	0.277	NA	White-HiSeq2000	NA	InsDelRatioZscore>=4,
Sample-048	G66919	LCSET-5036	3	Female	White	HiSeq2000	SAGE	41.601	0	0.004218	332	86.289	0.0523021	3828674	338998	3489676	178463	210521	0.85	15277	2456734	34616757	1371940	1.79	1975484	1050746	1.88	48	0.0181	0.0108	-0.007	-0.0022	-0.0116	-0.0284	-0.0067	-3e-04	-0.0184	-0.0345	-0.0224	-0.0137	-0.0484	-0.0532	0.0047	0.0076	-0.044	0.0089	0.031	0.0027	EUR	0.696	1.562	0.502	1.037	0.672	NA	0.97	0.259	0.992	1.304	0.674	0.362	0.003	Inf	White-HiSeq2000	NA	TiTvRatioZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-049	G66919	LCSET-5036	3	Male	White	HiSeq2000	SAGE	39.683	0	0.004534	350	67.229	0.0064848	3846287	345867	3500420	180005	211611	0.85	14161	2434717	34592501	1411570	1.72	1966162	1049829	1.87	49	0.0194	0.0105	-0.0162	-0.0308	-5e-04	0.0053	0.0348	-0.021	0.0023	-0.0497	-0.0207	0.0062	-0.0112	-0.0147	-0.0225	0.0261	0.002	0.0273	0.0124	0.0417	EUR	0.138	0.689	0.084	0.126	0.022	NA	0.116	0.176	0.075	0.162	0.27	0.256	0.107	NA	White-HiSeq2000	NA	
Sample-050	G66919	LCSET-5036	3	Female	White	HiSeq2000	SAGE	36.684	0	0.004652	370	76.042	0.0058622	3891276	347437	3543839	181765	214687	0.85	15903	2516367	34547815	1374909	1.83	1993479	1062118	1.88	50	0.019	0.0103	-0.0041	-0.0388	0.0203	0.0244	0.0258	-0.0494	-0.0163	-0.0147	0.007	0.0413	-0.0117	0.0288	-0.0069	3e-04	-6e-04	-0.0172	-0.0101	0.018	EUR	1.286	0.49	1.604	0.914	1.811	NA	1.449	1.439	1.615	1.194	1.214	1.554	1.29	Inf	White-HiSeq2000	NA	TiTvRatioZscore>=4,
Sample-051	G66919	LCSET-5036	3	Female	African American	HiSeq2000	SAGE	40.357	0	0.007179	361	72.628	0.0059967	4674211	448826	4225385	213407	263831	0.81	66797	3225718	33757337	1448493	2.23	2439343	1285295	1.9	51	-0.0477	0.0237	-0.0049	5e-04	0.0079	-0.0248	0.0129	0.0051	-0.0107	0.0226	0.0092	-0.0207	0.0055	0.0028	-0.0321	0.0041	7e-04	-0.0274	0.0176	-0.0063	AFR	1.279	0.773	1.372	1.345	1.23	1.349	2.113	0.656	1.41	2.103	0.225	1.621	1.466	Inf	African American-HiSeq2000	Inf	TiTvRatioZscore>=4,
Sample-052	G66919	LCSET-5036	3	Female	White	HiSeq2000	SAGE	41.519	0	0.012731	354	95.915	0.05555	3863227	348320	3514907	180999	211262	0.86	14504	2478547	34579520	1384680	1.79	1980522	1056101	1.88	52	0.0198	0.009	-0.0151	0.0085	-0.0027	0.0071	0.1277	-0.0596	0.0184	-0.0114	0.0652	-0.0223	0.0012	-0.0099	-0.019	0.0104	0.0515	-0.0067	-0.0353	0.0016	EUR	0.398	0.378	0.479	0.462	0.23	Inf	0.378	0.691	0.416	0.833	0.674	0.695	0.606	Inf	White-HiSeq2000	Inf	TiTvRatioZscore>=4,InsDelRatioZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-053	G66919	LCSET-5036	3	Male	White	HiSeq2000	SAGE	36.491	0	0.007309	359	36.87	0.0071995	3871965	363825	3508140	181655	214444	0.85	21544	2439733	34567251	1432232	1.7	1976447	1053826	1.88	53	0.0149	0.0114	-0.0099	0.0656	-0.0344	-0.0147	-0.0118	0.0244	0.0015	-0.0806	-0.0186	0.0084	-0.0181	0.0247	-0.04	-0.0327	-0.0119	-0.0043	-0.035	-0.0171	EUR	0.674	1.592	0.216	0.849	1.666	NA	5.768	0.077	0.88	0.927	0.54	0.426	0.347	Inf	White-HiSeq2000	NA	TiTvRatioZscore>=4,nSingletonsZscore>=4,
Sample-054	G66919	LCSET-5036	3	Female	White	HiSeq2000	SAGE	39.6	0	0.005895	350	79.484	0.0060223	3903650	365731	3537919	181623	213334	0.85	28673	2534314	34541889	1369336	1.85	1994691	1064545	1.87	54	0.0156	0.0126	-0.0014	0.0627	0.019	0.0468	0.0283	-0.0139	-0.0203	-0.039	-0.0417	0.0014	0.0276	0.0405	-0.0212	-7e-04	0.0126	0.0152	-0.0384	-0.03	EUR	1.677	1.834	1.374	0.831	1.005	NA	11.226	1.794	1.839	1.4	1.484	1.634	1.566	NA	White-HiSeq2000	NA	nSingletonsZscore>=4,
Sample-055	G66919	LCSET-5036	3	Male	White	HiSeq2000	SAGE	41.172	0	0.0058	350	92.201	0.0591821	3862339	353600	3508739	180993	211961	0.85	12499	2451620	34581461	1410719	1.74	1970024	1053766	1.87	55	0.0197	0.0102	-0.018	-0.0129	-0.0024	-2e-04	-0.0424	-0.0107	-0.0386	-0.0044	-0.0204	-0.0411	0.0107	-0.0594	0.018	0.0016	0.0258	-2e-04	-0.0142	-0.016	EUR	0.37	0.293	0.239	0.458	0.186	NA	1.157	0.158	0.343	0.131	0	0	0.34	NA	White-HiSeq2000	NA	Percent_lt_30bp_frags>=0.01,
Sample-056	G66919	LCSET-5036	3	Male	Unknown	HiSeq2000	SAGE	45.751	0	0.010387	353	102.901	0.0607349	3843817	360688	3483129	179629	211097	0.85	30335	2290471	34587728	1553346	1.47	1961185	1050788	1.87	56	0.0026	-0.0242	0.1066	-0.0358	0.0089	0.0712	0.0252	-0.0405	0.0391	0.0022	0.0034	-0.0405	0.0039	-0.006	-0.0073	-0.0293	-0.0058	-0.0032	-0.0096	0.025	AMR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown-HiSeq2000	NA	Percent_lt_30bp_frags>=0.01,
Sample-057	G66919	LCSET-5036	3	Male	White	HiSeq2000	SAGE	25.781	0.00079	0.010556	353	63.87	0.0080805	3828884	337395	3491489	178233	210943	0.84	13009	2417391	34595871	1411493	1.71	1963666	1045804	1.88	57	0.0184	0.0089	-0.0091	-0.0187	-0.0358	0.0121	0.0058	0.0159	0.0017	0.0328	-0.0074	-0.0303	-0.0354	-0.0017	0.0175	0.0424	-0.0132	0.01	0.055	0.0112	EUR	0.689	1.766	0.431	1.173	0.42	Inf	0.766	0.519	0.202	0.159	0.405	0.421	0.565	Inf	White-HiSeq2000	Inf	TiTvRatioZscore>=4,InsDelRatioZscore>=4,
Sample-058	G66919	LCSET-5036	3	Male	White	HiSeq2000	SAGE	48.275	0	0.004957	341	91.894	0.07782	3837632	351724	3485908	179495	209234	0.86	13488	2414266	34610207	1423366	1.7	1965113	1048957	1.87	58	0.0185	0.0065	-0.006	-0.0047	0.025	0.0319	-0.0085	0.0269	-0.0297	0.0173	-0.0158	-0.0151	-0.0148	-0.0101	-0.0239	0.013	0.0288	-0.0288	-0.0237	-0.0142	EUR	0.412	0.055	0.649	0.427	1.438	Inf	0.4	0.581	0.744	0.599	0.54	0.325	0.206	NA	White-HiSeq2000	NA	InsDelRatioZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-059	G66919	LCSET-5036	3	Male	White	HiSeq2000	SAGE	44.509	0	0.007085	346	100.408	0.0914635	3835431	346925	3488506	179494	208722	0.86	12954	2416587	34610086	1418844	1.7	1969837	1049426	1.88	59	0.0198	0.0087	0.0041	-0.0227	0.0265	0.0187	-0.0156	0.0168	-0.0223	0.0217	0.0249	0.0478	-0.0406	0.0203	0.0058	0.0103	-0.0081	-0.0034	0.0159	-0.0214	EUR	0.482	0.555	0.547	0.428	1.743	Inf	0.808	0.535	0.739	0.431	0.54	0.012	0.153	Inf	White-HiSeq2000	Inf	TiTvRatioZscore>=4,InsDelRatioZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-060	G66919	LCSET-5036	3	Male	White	HiSeq2000	SAGE	43.279	0	0.00547	351	58.246	0.0063423	3837924	352684	3485240	179212	211507	0.85	13638	2411070	34602184	1426854	1.69	1953904	1044640	1.87	60	0.0197	0.0103	-0.0033	-0.0061	0.0552	0	0.0012	0.0143	0.0394	-0.0123	-0.0279	-0.0099	0.0109	-0.024	-0.0378	0.0506	-0.0157	-0.0119	-0.0102	-0.0282	EUR	0.403	0.177	0.674	0.595	0.084	NA	0.285	0.644	0.441	0.728	0.674	1.068	0.697	NA	White-HiSeq2000	NA	
Sample-061	G66919	LCSET-5036	3	Female	White	HiSeq2000	SAGE	41.541	0	0.003774	342	74.12	0.0062642	3858378	338304	3520074	180400	213296	0.85	13834	2487664	34585376	1370714	1.81	1985677	1056819	1.88	61	0.0167	0.0108	-0.0103	-0.0134	2e-04	-0.0066	0.034	-0.0458	0.0024	0.017	0.019	0.0036	-0.0155	-0.0323	0.0044	-0.0424	-0.0281	0.0148	-0.0094	0.0465	EUR	0.244	1.65	0.68	0.108	0.982	NA	0.135	0.871	0.195	1.349	0.944	1.037	0.688	Inf	White-HiSeq2000	NA	TiTvRatioZscore>=4,
Sample-062	G66919	LCSET-5036	3	Male	White	HiSeq2000	SAGE	27.038	0	0.01134	361	103.503	0.0883221	3803502	329614	3473888	177274	208969	0.85	13142	2377979	34609202	1425523	1.67	1961171	1045227	1.88	62	0.02	0.0131	0.0017	2e-04	6e-04	-0.002	-0.0299	-0.0344	-0.0368	0.0241	0.0045	-0.0113	-0.0041	-0.0158	0.0215	0.027	0.0179	0.0056	-0.0209	0.0219	EUR	1.493	2.754	1.116	1.74	1.596	NA	0.665	1.299	0.706	0.679	0.944	0.587	0.63	Inf	White-HiSeq2000	NA	TiTvRatioZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-063	G66919	LCSET-5036	3	Male	White	HiSeq2000	SAGE	41.436	0.00093	0.004351	324	60.907	0.0049205	3835341	349561	3485780	179487	211950	0.85	13638	2409545	34605394	1425796	1.69	1958627	1046254	1.87	63	0.0194	0.0083	-0.0071	-0.0331	-0.0329	0.0337	-0.0055	0.0077	-0.0032	0.0109	-0.0143	0.0228	-0.0378	-0.0022	-0.0022	-0.0131	-0.002	-0.0357	-0.0083	-0.0166	EUR	0.485	0.22	0.653	0.432	0.18	NA	0.285	0.674	0.562	0.689	0.674	0.755	0.514	NA	White-HiSeq2000	NA	
Sample-064	G66919	LCSET-5036	3	Female	White	HiSeq2000	SAGE	46.653	0	0.007354	334	59.262	0.0054094	3932983	372161	3560822	183398	214808	0.85	27411	2551864	34514154	1381119	1.85	2004397	1071137	1.87	64	0.0144	0.008	-0.0048	0.0509	-0.0076	-0.0202	-0.0248	-0.0223	0.011	-0.0012	0.0236	-0.0222	0.0214	0.0178	0.0285	-0.0083	-0.0404	-0.0169	0.0317	-0.0079	EUR	2.606	2.651	2.265	1.88	1.883	NA	10.26	2.142	2.887	0.964	1.484	2.277	2.315	NA	White-HiSeq2000	NA	nSingletonsZscore>=4,
Sample-065	G66919	LCSET-5036	3	Female	White	HiSeq2000	SAGE	42.316	0	0.010831	340	82.022	0.0158913	3890896	356992	3533904	181786	213415	0.85	14279	2498202	34561714	1392694	1.79	1979764	1058427	1.87	65	0.0189	0.007	-0.0054	-0.0291	0.0076	0.0363	0.0254	-0.0122	-0.025	-0.0231	0.0207	0.0389	-0.0292	0.0077	-0.0219	-0.0121	1e-04	-0.003	-0.0462	-0.0149	EUR	1.274	0.724	1.218	0.927	1.053	NA	0.206	1.08	1.089	0.536	0.674	0.645	0.87	NA	White-HiSeq2000	NA	Percent_lt_30bp_frags>=0.01,
Sample-066	G66919	LCSET-5036	3	Female	White	HiSeq2000	SAGE	38.554	0	0.006323	351	72.307	0.0058574	3883921	353725	3530196	182151	212850	0.86	12987	2501386	34563727	1382535	1.81	1979399	1056548	1.87	66	0.0199	0.0061	0.0011	-0.0287	-0.0022	-0.03	0.0105	0.0381	0.002	0.0321	-0.0046	0.0191	0.0079	-0.0117	0.0214	0.0094	0.0303	0.0045	-0.0054	0.05	EUR	1.053	0.309	1.074	1.143	0.716	Inf	0.783	1.143	1.013	0.912	0.944	0.621	0.657	NA	White-HiSeq2000	NA	InsDelRatioZscore>=4,
Sample-067	G66919	LCSET-5036	3	Male	White	HiSeq2000	SAGE	37.891	0	0.006078	336	65.177	0.0057302	3833670	353396	3480274	179439	212772	0.84	13387	2414231	34608370	1419439	1.7	1950726	1044005	1.87	67	0.0206	0.0118	-0.0146	-0.001	0.0168	-0.0033	0.0522	-0.0345	-0.0118	0.0162	-0.0114	0.003	0.0319	0.0404	-0.021	-0.0336	0.0218	-6e-04	-0.0525	0.0391	EUR	0.538	0.267	0.868	0.46	0.67	Inf	0.477	0.582	0.674	0.453	0.54	1.278	0.769	NA	White-HiSeq2000	NA	InsDelRatioZscore>=4,
Sample-068	G66919	LCSET-5036	3	Female	African American	HiSeq2000	SAGE	41.382	0	0.004841	338	73.178	0.0052342	4669059	452345	4216714	212530	262841	0.81	62788	3237805	33772347	1431254	2.26	2422176	1281170	1.89	68	-0.0435	0.0205	0.0073	0.0079	-0.0085	-0.0031	9e-04	-1e-04	-0.0168	0.0104	-0.0268	-0.0229	-0.0196	-0.0106	-0.0155	0.0024	0.0022	-0.0089	-0.0125	-0.0157	AFR	1.235	0.886	1.283	1.157	1.117	1.349	1.578	0.75	1.281	0.331	0.495	1.312	1.323	NA	African American-HiSeq2000	NA	
Sample-069	G67881	LCSET-5226	2	Male	African American	HiSeqX	SAGE	37.878	0.01785	0.00354	410	119.857	1.2531245	4606455	444026	4162429	211414	252431	0.84	63478	3145096	33693752	1461359	2.15	2402905	1266371	1.9	69	-0.0405	0.021	-0.0014	-0.008	-0.0151	-0.0077	0.0104	0.014	-0.0259	0.0116	0.0032	-2e-04	-0.0061	0.0221	0.0036	0.0268	-0.0012	-0.0364	9e-04	-0.0299	AFR	1.002	0.988	0.798	0.661	1.002	0.674	1.306	0.865	0.408	0.045	0.674	0.77	1.136	NA	African American-HiSeqX	NA	Percent_lt_30bp_frags>=0.01,
Sample-070	G67881	LCSET-5226	5	Male	White	HiSeqX	SAGE	36.991	0	0.003804	366	100.214	0.0909111	3729817	313122	3416695	176039	194529	0.9	13167	2285394	34526265	1444423	1.58	1945742	1026851	1.89	70	0.0179	0.0111	0.0017	-0.0085	-0.0276	0.0067	-0.0299	-0.0165	-0.0377	0.0196	-0.0183	-0.0144	0.0142	-0.021	0.0029	0.0014	0.0267	-0.0177	-0.0424	-0.0233	EUR	1.419	1.071	1.359	1.451	1.658	0	0.92	1.621	1.486	0.766	1.518	1.099	1.379	0	White-HiSeqX	1.658	Percent_lt_30bp_frags>=0.01,
Sample-071	G67881	LCSET-5270	4	Male	White	HiSeqX	SAGE	37.556	0	0.004655	389	112.538	0.0593301	3752015	314806	3437209	177288	195601	0.91	13324	2312191	34532843	1439824	1.61	1951847	1032574	1.89	71	0.0188	0.0112	-0.0068	0.0024	-0.05	-0.0066	0.023	-0.0807	-0.0248	-0.0095	-0.0027	-0.0084	0.0141	-0.0032	-0.0279	-0.0324	0.0249	-0.0053	0.0468	-0.0284	EUR	0.971	0.975	0.818	1.055	1.378	0.674	0.8	1.15	1.646	0.567	1.012	0.716	0.797	0	White-HiSeqX	1.646	Percent_lt_30bp_frags>=0.01,
Sample-072	G67881	LCSET-5270	4	Male	White	HiSeqX	SAGE	34.328	0	0.005249	395	107.505	0.0568216	3837864	346829	3491035	183456	203255	0.9	13145	2390590	34456559	1447274	1.65	1962264	1046221	1.88	72	0.0177	0.0103	-0.0099	0.0022	-0.0075	0.0032	0.0728	-0.0182	0.0136	-0.0103	-0.0098	-0.0038	-0.0565	-0.0187	0.0324	-0.001	0.0018	-0.0048	-0.0303	0.0372	EUR	0.759	0.842	0.601	0.9	0.619	0	0.937	0.226	0.206	0.889	0.337	0.063	0.591	0.674	White-HiSeqX	0.937	Percent_lt_30bp_frags>=0.01,
Sample-073	G67881	LCSET-5270	3	Male	White	HiSeqX	SAGE	36.738	0	0.006054	365	112.319	0.0723879	3844362	351815	3492547	182855	203524	0.9	14675	2404664	34467681	1439698	1.67	1970167	1051411	1.87	73	0.0173	0.0086	-0.007	0.0176	0.0195	-0.056	-2e-04	-0.0105	-0.0153	-0.0038	-0.0193	-0.0127	0.0197	0.0291	-0.0189	0.0068	0.0213	-0.0188	0.0119	0.0131	EUR	0.89	1.125	0.641	0.709	0.689	0	0.229	0.473	0.064	0.562	0	0.433	1.119	1.349	White-HiSeqX	1.349	Percent_lt_30bp_frags>=0.01,
Sample-074	G67881	LCSET-5270	3	Female	White	HiSeqX	SAGE	34.606	0	0.004135	390	119.745	0.0547851	3779904	313353	3466551	179009	196127	0.91	14750	2382301	34490119	1397603	1.7	1971322	1039769	1.9	74	0.017	0.0062	-0.0076	0.0047	-0.0545	-0.0207	-0.0017	-4e-04	0.0063	-0.0113	-0.0244	0.0203	0.0025	-0.0113	3e-04	0.0139	0.0499	-0.0166	-0.0113	-0.0178	EUR	0.409	1.058	0.044	0.51	1.241	0.674	0.287	0.081	0.609	1.254	0.506	0.505	0.065	0.674	White-HiSeqX	1.254	Percent_lt_30bp_frags>=0.01,
Sample-075	G67881	LCSET-5270	3	Male	White	HiSeqX	SAGE	34.382	0	0.005466	327	115.351	0.0719986	3872545	361356	3511189	184086	205105	0.9	24852	2429921	34419311	1442624	1.68	1988746	1059254	1.88	75	0.013	0.0098	0.001	0.0796	-0.0295	0.0346	0.0224	-0.0559	0.0161	0.0025	-0.0318	-0.0203	-0.0139	0.0099	0.0211	-0.0552	-0.013	-0.0364	-0.0131	-0.0508	EUR	1.458	1.667	1.133	1.1	1.102	0	7.986	0.917	1.11	0.688	0.169	1.598	1.917	0.674	White-HiSeqX	7.986	nSingletonsZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-076	G67881	LCSET-5270	3	Female	White	HiSeqX	SAGE	37.748	3e-05	0.009037	375	102.842	0.0620619	3860182	348281	3511901	183986	204785	0.9	15862	2460992	34423559	1399190	1.76	1975751	1051759	1.88	76	0.0167	0.0079	-0.0108	-0.0093	-0.0161	0.0043	-0.0163	8e-04	0.001	-0.0079	-0.0188	0.0076	-0.0043	-0.0206	-0.0116	0.0252	-0.0105	-0.0063	0.0035	0.0052	EUR	1.209	0.925	1.152	1.068	1.018	0	1.134	1.462	1.007	1.186	1.518	0.783	1.155	0.674	White-HiSeqX	1.518	Percent_lt_30bp_frags>=0.01,
Sample-077	G67881	LCSET-5270	3	Female	African American	HiSeqX	SAGE	38.641	0	0.007327	416	106.882	0.0448763	4583154	431123	4152031	212452	246193	0.86	58792	3177525	33717491	1405629	2.26	2391141	1257666	1.9	77	-0.0377	0.0216	0.0032	0.0021	0.0122	-9e-04	-0.0096	-0.0154	-0.0158	-0.0271	0.0145	0.0131	-0.0014	-0.0229	-0.0376	-0.033	0.0239	-0.0145	-0.0044	0.0013	AFR	0.627	0.458	0.596	0.951	0.041	0.674	0.411	1.252	0.002	0.988	1.816	0.34	0.554	NA	African American-HiSeqX	NA	Percent_lt_30bp_frags>=0.01,
Sample-078	G67881	LCSET-5270	3	Male	African American	HiSeqX	SAGE	36.117	0	0.010537	366	116.732	0.0639964	4545007	430046	4114961	210437	246895	0.85	53667	3069515	33731559	1475492	2.08	2372954	1249365	1.9	78	-0.0275	0.0183	-0.0096	0.0104	0.0156	-0.0381	-0.0115	-0.041	-0.0518	0.0141	-0.0035	0.0322	-0.0096	-0.0399	-0.0396	-0.03	0.017	-0.0251	0.0095	-0.0066	AFR	0.014	0.413	0.124	0.387	0.076	0	0.567	0.037	0.238	0.307	0.052	0.326	0.002	NA	African American-HiSeqX	NA	Percent_lt_30bp_frags>=0.01,
Sample-079	G67881	LCSET-5270	3	Female	White	HiSeqX	SAGE	36.83	4e-05	0.004701	364	100.706	0.0670204	3896030	352618	3543412	185840	206395	0.9	14471	2499312	34402022	1396718	1.79	1993951	1061916	1.88	79	0.0187	0.0106	-0.0037	-0.0179	0.0039	0.009	0.0598	-0.0187	-0.0036	0.0075	-0.0295	-0.0115	-0.0019	-0.0066	0.0151	0.0291	-0.0026	0.0305	0.0168	0.0556	EUR	1.931	1.171	1.983	1.655	1.438	0	0.074	2.135	1.53	1.293	2.023	1.925	2.188	0.674	White-HiSeqX	2.188	Percent_lt_30bp_frags>=0.01,
Sample-080	G67881	LCSET-5270	3	Male	White	HiSeqX	SAGE	34.367	0	0.004118	364	105.559	0.0777279	3826738	339901	3486837	181609	202097	0.9	13488	2395652	34456732	1431086	1.67	1968580	1046236	1.88	80	0.0183	0.0091	-0.0052	0.003	0.0307	0.0291	0.0436	-0.0031	-0.0164	-0.0257	0.0307	0.0105	0.0297	0.0241	-0.0136	-0.0024	0.0185	-0.023	-0.034	0.0269	EUR	0.535	0.449	0.491	0.314	0.317	0	0.675	0.315	0.202	0.19	0	0.333	0.593	0.674	White-HiSeqX	0.675	Percent_lt_30bp_frags>=0.01,
Sample-081	G67881	LCSET-5270	3	Male	White	HiSeqX	SAGE	35.5	0	0.00432	369	112.696	0.0665756	3765911	323280	3442631	178323	196961	0.91	14024	2330875	34507881	1435036	1.62	1954338	1034882	1.89	81	0.019	0.0087	-0.0096	-0.019	0.0265	-0.0205	-0.0051	0.0294	0.0516	0.0133	0.015	9e-04	-0.0202	-0.0378	0.0285	-0.0059	-0.0282	-0.0437	-0.0022	-0.0044	EUR	0.691	0.494	0.675	0.727	1.023	0.674	0.267	0.822	1.04	0.361	0.843	0.56	0.562	0	White-HiSeqX	1.04	Percent_lt_30bp_frags>=0.01,
Sample-082	G67881	LCSET-5270	3	Male	White	HiSeqX	SAGE	35.338	0	0.005585	386	114.217	0.0638124	3833771	336822	3496949	181882	200821	0.91	13327	2410165	34446844	1423606	1.69	1977672	1050001	1.88	82	0.0175	0.0112	-0.0193	-0.0018	0.0522	0.026	-0.0239	0.0305	-0.0304	0.0105	-0.0051	0.0207	-0.0298	-0.0319	0.0185	-0.0047	-0.042	-0.0021	0.0271	0.0063	EUR	0.676	0.274	0.757	0.401	0.016	0.674	0.798	0.57	0.442	0.133	0.337	0.904	0.976	0.674	White-HiSeqX	0.976	Percent_lt_30bp_frags>=0.01,
Sample-083	G67881	LCSET-5270	4	Male	White	HiSeqX	SAGE	35.613	0	0.008241	377	112.331	0.0779697	3862106	352952	3509154	184040	204739	0.9	13446	2410317	34447696	1451789	1.66	1977386	1053762	1.88	83	0.0213	0.0136	-0.0024	0.0042	0.0435	0.0128	0.0588	-0.0023	-0.0232	-0.0253	0.0016	0.0206	0.0151	-0.0384	-0.0322	0.0045	0.0101	-0.0111	0.0192	0.0239	EUR	1.247	1.19	1.079	1.085	1.006	0	0.707	0.573	0.421	1.083	0.169	0.886	1.358	0.674	White-HiSeqX	1.358	Percent_lt_30bp_frags>=0.01,
Sample-084	G67881	LCSET-5270	3	Female	White	HiSeqX	SAGE	34.24	0	0.007136	384	109.11	0.0578687	3858552	340394	3518158	183387	202679	0.9	14686	2452722	34434342	1405830	1.74	1983741	1053411	1.88	84	0.0163	0.0082	-0.0083	0.0051	-0.0104	0.0428	-0.0475	-0.0232	0.0132	0.0058	0.0357	-0.0432	0.0104	0.0303	0.0411	-0.0146	0.0204	0.0297	-0.0116	0.0587	EUR	1.176	0.477	1.317	0.878	0.469	0	0.238	1.317	0.745	0.899	1.18	1.284	1.323	0.674	White-HiSeqX	1.323	Percent_lt_30bp_frags>=0.01,
